source_row_number,field_name,issue_code,raw_value,detail
443,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
443,School,school_missing,,School is blank in the source export
443,School,school_missing_undergraduate,,School is blank for an undergraduate application
446,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
448,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
448,School,school_missing,,School is blank in the source export
448,School,school_missing_undergraduate,,School is blank for an undergraduate application
449,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
449,School,school_missing,,School is blank in the source export
452,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
452,School,school_missing,,School is blank in the source export
453,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
453,School,school_missing,,School is blank in the source export
453,School,school_missing_undergraduate,,School is blank for an undergraduate application
465,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
465,School,school_missing,,School is blank in the source export
466,Loans,large_monetary_value_review,"Reason: Housing Loan
Source: BLOM Bank
Mortgaged Asset: Purchased House
Start Date: 2012-09-06
End Date: 2027-08-06
Total Amount: 220560000 L.L.
Monthly Payment: 1226000 L.L.
Remaining Balance: 40338000 L.L.
Remaining Years: 2.75",loans_total_amount=220560000.0; currency_signal=lbp; currency_guess=lbp
472,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
472,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'awarded_donor_funded_scholarship'
472,School,school_missing,,School is blank in the source export
472,School,school_missing_undergraduate,,School is blank for an undergraduate application
476,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
485,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
487,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
487,School,school_missing,,School is blank in the source export
491,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
491,School,school_missing,,School is blank in the source export
491,School,school_missing_undergraduate,,School is blank for an undergraduate application
495,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
495,School,school_missing,,School is blank in the source export
500,Loans,likely_lbp_without_currency_marker,"Reason: Housing Loan
Source: Banque de L'habitat in corporation with Bank MED
Mortgaged Asset: house in beirut
Start Date: 2014-12-11
End Date: 2028-12-11
Total Amount: 111,230,000
Monthly Payment: 662,083
Remaining Balance: 78,125,860
Remaining Years: 7",loans_total_amount=111230000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
502,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
502,School,school_missing,,School is blank in the source export
502,School,school_missing_undergraduate,,School is blank for an undergraduate application
503,Loans,large_monetary_value_review,"Reason: قرض اسكان
Source: مؤسسة العامة للاسكان
Mortgaged Asset: the house
Start Date: 2008-11-20
End Date: 2038-11-20
Total Amount: 142,000,000 L.L
Monthly Payment: 300,000L.L
Remaining Balance: 60,000,000L.L
Remaining Years: 13",loans_total_amount=142000000.0; currency_signal=lbp; currency_guess=lbp
505,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
505,School,school_missing,,School is blank in the source export
506,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
507,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
507,School,school_missing,,School is blank in the source export
507,School,school_missing_undergraduate,,School is blank for an undergraduate application
508,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
509,Loans,loan_balance_exceeds_total_amount,"Reason: social problems
Source: Banque Du Liban
Mortgaged Asset: social services
Start Date: 2017-04-01
End Date: 2027-03-31
Total Amount: 20 000 000 L.L
Monthly Payment: 131 345L.L
Remaining Balance: 3 020 935L.L
Remaining Years: 2

Reason: To Buy A House
Source: Banque Du Liban
Mortgaged Asset: house
Start Date: 2001-07-01
End Date:
Total Amount: 129 274 834L.L
Monthly Payment: 424 147 L.L
Remaining Balance: 5 089 764L.L
Remaining Years: 1

Reason: social problems
Source: Banque du Liban
Mortgaged Asset: social services
Start Date: 2016-03-02
End Date: 2026-02-28
Total Amount: 111 988 329L.L
Monthly Payment: 835 395L.L
Remaining Balance: 5 012 370L.L
Remaining Years: 1

Reason: social problems
Source: Banque du Liban
Mortgaged Asset: social services
Start Date: 2025-05-01
End Date: 2029-12-31
Total Amount: 1 000 000 000
Monthly Payment: 13 515 000L.L
Remaining Balance: 905 395 000L.L
Remaining Years: 1",Remaining balance exceeds total amount for at least one parsed loan block
510,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
510,School,school_missing,,School is blank in the source export
512,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
512,School,school_missing,,School is blank in the source export
514,Father Income Document,likely_lbp_without_currency_marker,1091000,father_income_document=1091000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
516,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
519,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
519,School,school_missing,,School is blank in the source export
520,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
520,School,school_missing,,School is blank in the source export
522,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
526,Loans,mixed_currency_signal,"Reason: Housing
Source: Banque Libano Francaise
Mortgaged Asset: House
Start Date: 2008-04-29
End Date: 2038-04-29
Total Amount: 200,000,000 LBP (133,000 USD)
Monthly Payment: 675,000 LBP (450 USD)
Remaining Balance: around 100,000,000 LBP
Remaining Years: 15",Contains both USD and LBP/L.L. markers
526,Loans,large_monetary_value_review,"Reason: Housing
Source: Banque Libano Francaise
Mortgaged Asset: House
Start Date: 2008-04-29
End Date: 2038-04-29
Total Amount: 200,000,000 LBP (133,000 USD)
Monthly Payment: 675,000 LBP (450 USD)
Remaining Balance: around 100,000,000 LBP
Remaining Years: 15",loans_total_amount=200000000.0; currency_signal=mixed; currency_guess=mixed
526,Loans,large_monetary_value_review,"Reason: Housing
Source: Banque Libano Francaise
Mortgaged Asset: House
Start Date: 2008-04-29
End Date: 2038-04-29
Total Amount: 200,000,000 LBP (133,000 USD)
Monthly Payment: 675,000 LBP (450 USD)
Remaining Balance: around 100,000,000 LBP
Remaining Years: 15",loans_total_remaining_balance=100000000.0; currency_signal=mixed; currency_guess=mixed
528,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
528,School,school_missing,,School is blank in the source export
529,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
529,School,school_missing,,School is blank in the source export
529,School,school_missing_undergraduate,,School is blank for an undergraduate application
531,Mother Income Document,parent_income_unparsed,nssf,Could not confidently parse a numeric amount
531,Mother Income Document,parent_income_needs_review,nssf,unparsed_text
536,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
540,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
540,School,school_missing,,School is blank in the source export
543,Loans,mixed_currency_signal,"Reason: Housing
Source: General Housing Institution
Mortgaged Asset: House
Start Date: 2007-09-01
End Date: 2037-09-01
Total Amount: 80 000 $
Monthly Payment: 666 000 L.L.
Remaining Balance: 450 000 000 L.L.
Remaining Years: 12",Contains both USD and LBP/L.L. markers
543,Loans,loan_balance_exceeds_total_amount,"Reason: Housing
Source: General Housing Institution
Mortgaged Asset: House
Start Date: 2007-09-01
End Date: 2037-09-01
Total Amount: 80 000 $
Monthly Payment: 666 000 L.L.
Remaining Balance: 450 000 000 L.L.
Remaining Years: 12",Remaining balance exceeds total amount for at least one parsed loan block
547,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
547,School,school_missing,,School is blank in the source export
549,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
549,School,school_missing,,School is blank in the source export
551,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
553,Father Income Document,large_monetary_value_review,"2,000,000$",father_income_document=2000000.0; currency_signal=usd; currency_guess=usd
555,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
