application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Canada,Canada Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"Office of the sworn translator Georges Abou Khater, Lebanon",40000.0,33000.0,,,0,sworn translator; tax booklet 2023: 95M lbp,tax_booklet,40000.0,parsed,0,Unemployed,,Teacher,Collège des Soeurs des Saints-Coeurs Zahle,,,,,,Yes,2020-09-30,0,nssf,nssf,0.0,parsed,1,1,2700.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,7,apartment; business premises; land,8438.0,406000.0,0,,0.0,2,"Toyota, Corolla, 2013; Toyota, RAV4, 2019",0,missing,other,1,missing,missing,0,,,denied,,,0,2025-01-22,0.0,Denied as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,denied,Certificate of Ownership نفي ملكية,1,"College des Soeurs des Saints Coeurs Zahle Rassieh, Zahle",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Business Development Manager,PCDealNet,50400.0,19591.0,,,,,,0,,missing,53912.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,1,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,8,apartment; business premises,777.0,415000.0,0,,,3,"Honda, Civic, 2019; Mercedes, C 300, 2008; Toyota, CHR, 2018",0,"0 for applicant and mother, average and recent for father.",average,0,,missing,0,,,denied,,,0,2025-11-23,0.0,Denied as per Committee Decision FA Fall 2026-27,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,Certificate of Ownership نفي ملكية,1,"Jesus & Mary School, Rabweh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,Head of the technical department in regional distribution directorate,,3755.0,1775.0,,,,,,0,,missing,26563.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,6700.0,20000.0,not_applicable,,0,1,0,,0,,none,,0,,,,,3,apartment; business premises,385.0,232000.0,0,2400.0,,2,"mercedes benz, C 230 kompressor, 2005; piagio, Liberty, 2015",0,0 for all,none,0,,missing,0,,,awarded,no_o_a,,0,2025-09-11,25.0,Awarded 25% as per Committee Decision FA Fall 2026-27,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,Certificate of Ownership نفي ملكية,1,"Al Bayader High School Aramoun, Aramoun",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,salesman,Alberto El Helou S.A.L,12600.0,1800.0,,,,,,0,Salesman,other,14400.0,parsed,0,Employed,Private Sector,Nurse Diabetes Educator,Chronic Care Center,,2347.0,,,,,,0,nurse educator,other,5400.0,parsed,0,1,2120.0,0.0,not_applicable,,0,0,0,,1,3000.0,other,no special circumstances,1,1500.0,10.65,555.5,18.0,1,house,165.0,100000.0,1,,,2,"Fiat, Bravo, 1997; Renault, Sandero, 2016",1,0-low,low,0,1 apt in mansourieh,reported_ownership,0,,,awarded,no_o_a,,0,2024-05-21,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon United States,Single,AUB Dorms,Retired,"Armed Forces, 2017-04-01",,,,150006450.0,,,,,,0,retired from armed forces,retired,7640.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,1,0,,1,6000.0,law suits,real estate lawsuit,0,,,,,10,apartment; business premises; land,2328.0,1058175.0,0,,,1,"rang rover, sport, 2009",0,0-low,low,0,missing,missing,0,,,denied,,,0,2024-12-15,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"Deutsche Schule, Jounieh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Senior graphic designer,Daher International Food Company SAL,13408.0,1504.0,,,,,,0,,missing,14912.0,parsed,0,Employed,Private Sector,Secondary Chemistry Teacher,College Notre Dame de Louaize,,7513.0,,,,,,0,,missing,32610.0,parsed,1,1,3570.0,3570.0,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; business premises; land,1059.0,0.0,0,,,3,"Subaru, Impreza, 2002; Honda, CR-V, 2006; Renault, Fluence, 2015",0,0 for all,none,0,,missing,0,,,awarded,percentage,10.0,1,2025-11-17,25.0,Awarded 25% as per Committee Decision FA Fall 2026-27,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,Certificate of Ownership نفي ملكية,1,"College Notre Dame de Louaize (NDL), Zouk Mosbeh",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon United States,Single,Parents Home,Self-Employed,,,,,,"Nasrallah Abou Fadel, Lebanon",0.0,0.0,,,0,tax booklet: 0,tax_booklet,28000.0,parsed,0,Employed,Private Sector,Human Resources,Antonine Sisters School Roumieh,,,,,,,,0,,missing,2600.0,parsed,1,1,5000.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,4,apartment; house,950.0,172000.0,0,,,2,"Toyota, RAV 4, 2007; Chevrolet, Malibu LS, 2018",0,"low for applicant and mother, very high and recent for father",very_high,0,,missing,0,,,denied,,,0,2024-11-05,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,Judge,,12000.0,,,,,,,0,judge,other,12000.0,parsed,0,Employed,Public Sector,Judge,Phoenicia University,,,,,,,,1,judge,other,11000.0,parsed,1,3,26073.0,8110.0,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; land,774.0,265000.0,0,,,1,"Kia, RIO LS, 2009",0,0-low,low,0,OC 2022: 1 apartment in msaitbeh + 1 apartment in beirut mazra3a + 1/2 land in chouf wardanieh,reported_ownership,0,,,awarded,percentage,10.0,1,2025-11-29,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,0.0,30.0,Lost the 30%: Student did not confirm the Regular,yes,early_without_confirmation,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"College Notre Dame de Nazareth (NDN), Achrafieh",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,مراقب عمال,,439.0,,,,,,,0,choueifat municipality (public sector),other,5300.0,parsed,0,Employed,Private Sector,teacher,مدرسة التربية الحديثة,,,,,,,,0,teacher,other,10200.0,parsed,0,1,1175.0,,not_applicable,,0,0,0,,0,,none,,0,,,,,2,house; land,2324.0,420000.0,0,,,0,,0,low for all; trips to egypt for all,low,0,OC: 1 land on kobbeh aley + 1/3 land in kobbeh aley,reported_ownership,0,,,awarded,no_o_a,,0,2025-01-07,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"National Protestant College, Kfarshima",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Uganda,Uganda Uganda,Single,AUB Dorms,Retired,"Public Sector, 2022-12-01",,,,410000.0,,,,,,0,retired,retired,0.0,parsed,0,Employed,Public Sector,Primary School Teacher,,,,,,,,,0,,missing,144.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,bankruptcy,Family has debts that cannot be paid by current earnings,0,,,,,0,,,,0,,,0,,0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2024-06-11,35.0,Awarded 35% as per Committee Decision FA Fall 2024-25,,,,yes,awarded_without_sending_letter,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Palestine,Palestine Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"Ali zeid for ref. and Aircond. Repair, Lebanon",6000.0,0.0,,,0,Airconditioning repairs in apartments,other,6000.0,parsed,0,Employed,Public Sector,teacher,,,,,,,,,0,UNRWA,other,22500.0,parsed,0,2,3150.0,50.0,not_applicable,,0,1,0,,0,,none,,0,,,,,0,,,,0,,,1,"crv honda, 2009, 2009",0,missing,other,1,0,zero_ownership,0,,,awarded,no_o_a,,0,2024-11-20,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Bissan Secondary School UNRWA, Saida",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,United States,United States Lebanon,Single,Parents Home,Self-Employed,,,,,,"Mustapha Ahmad Khalife, Lebanon",8500.0,8500.0,,,0,auditing firm in Ghazieh,other,8500.0,parsed,0,Employed,Private Sector,Accountant,Khalifeh trading establishment,,1205.0,,,,,,0,employee at Khalifeh Trading,other,5376.0,parsed,0,1,6000.0,0.0,not_applicable,,0,0,0,,0,,"law suits, sickness","My father has been facing severe health challenges, including rheumatoid arthritis, rheumatism, pulmonary fibrosis, and the removal of part of his right lung. These conditions have greatly affected his daily life and ability to work. On top of his medical difficulties, my father has been involved in an ongoing legal case since 2015 related to an alleged financial fraud involving approximately $2,370,000. Importantly, this was money that belonged to him and was stolen from him, yet the case-which concerns accusations of fraudulent bankruptcy and financial misconduct among the individuals involved-has remained unresolved for nearly ten years. The prolonged nature of this legal dispute has placed substantial emotional and financial strain on my father, further worsening his health and severely impacting his professional and financial stability. Combined with his medical issues, these unresolved legal and financial burdens have created significant hardship for our entire family.",2,69386.64,957.5,49672.07,5.0,2,business premises; house,250.0,15100.0,0,,,1,"Honda, CR-V, 2007",0,very low for all with travels to France,low,0,fcsr,fcsr,0,,,awarded,no_o_a,,0,2025-11-18,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,Certificate of Ownership نفي ملكية,1,"Grand Lycee Franco Libanais, Achrafieh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,Lebanese Army,6570.0,,,,,,,0,,missing,7719.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,2,7576.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,0,,,,0,,,1,"Hyundai, i10, 2013",0,,missing,1,,missing,0,,,,,,0,2026-01-29,0.0,"Applicant does not have FAID application, AID_NEED added only for AID_MERIT purposes",25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,committee_early_applications,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Al Qualaa Secondary School, Saida",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Mohammad farroukh EST. For trading and contracting, Lebanon",39000.0,10000.0,,,0,54M,other,39000.0,parsed,0,Employed,Public Sector,Administrative central inspector,,,2000.0,,,,,,0,,missing,9066.0,parsed,0,1,5066.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,10,house; land,5561.0,183500.0,0,,,2,"Mercedes, Gla 250, 2018; Mercedes, ML 350, 2012",0,,missing,1,,missing,0,,,denied,,,0,2025-01-28,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Hariri High School II, Beirut",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Palestine,Palestine,Single,Parents Home,Unemployed,,Survey Specialist,NAJD Roads for construction,,,,,,Yes,2021-11-01,0,nssf,nssf,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,1,5577.0,1883.0,sibling,employed,1,0,0,,2,13200.0,other,My father lost his job due to COVID-19 and later retired. He also has a history of colon cancer.,0,,,,,1,apartment,121.0,250000.0,0,,,0,,0,low for all,low,0,missing,missing,0,,,awarded,no_o_a,,0,2025-05-30,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,Certificate of Ownership نفي ملكية,1,Al Manhal Private Schools,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"American Products, Lebanon",25000.0,25000.0,,,0,"selling american products; food, laundry and detergents",other,25000.0,parsed,0,Unemployed,,Biology Teacher,Le Lycee National School,,,,,,Yes,2022-08-30,0,nssf,nssf,0.0,parsed,0,1,18638.0,6523.3,not_applicable,,0,2,0,,0,,"sickness, other",I’m extremely desperate to obtain financial aid due to my father’s job situation where he lost his store due to the recent war and to my mother’s current health issues (Chron’s Disease).,1,12000.0,25.0,750.0,2.5,2,apartment; land,1110.0,200000.0,0,,,1,"Hundai, i10, 2009",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2024-11-20,25.0,Awarded 25% as per Committee Decision FA Spring 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Le Lycee National, Choueifat",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Retired,"Armed Forces, 2018-07-01",,,,180000.0,,,,,,0,,missing,5828.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,16668.0,12501.0,not_applicable,,0,0,0,,1,6000.0,other,"Due to special family circumstances, our financial situation has been significantly impacted by the Lebanese economic crisis. My father’s retirement indemnity was placed in the bank, but with the banking restrictions and severe currency devaluation, the entire amount has effectively been lost. His current salary is very low, and it barely covers our basic expenses. This situation has placed a substantial financial strain on our family, making it challenging to cover my educational costs without additional support.",0,,,,,0,,,,0,,,1,"Honda, CRV, 2010",0,0 for all,none,0,1 apt in Chouf + 1 apt in Aley + 1 land in Aley,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-19,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"Hariri School III, Tareek Al Jadeeda",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,Lawyer,Syndicate of Lawyers,9000.0,500.0,,,,,,0,moudir 3am mou2assassat thanawiat al bayan al eslamia,other,25800.0,parsed,0,Retired,Private Sector 2020-01-01,,,,50000.0,,,,,,0,NSSF,nssf,0.0,parsed,0,2,4600.0,0.0,not_applicable,,0,0,0,,1,1200.0,other,Low Economic status,0,,,,,1,house,220.0,120000.0,0,,,0,,0,,missing,1,50% of 3 lands in Zaytoun Trablos,reported_ownership,0,,,denied,,,0,2024-07-22,0.0,Denied as per Committee Decision FA Fall 2024-25,,,,yes,denied,,0,"International College (IC), Beirut",1
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon Canada,Single,Parents Home,Self-Employed,,,,,,"Daniel Haddad architecture office, Lebanon",150000.0,55000.0,,,0,,missing,150000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,2,4000.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,10,apartment; business premises; land,2726.0,1056000.0,5,,,2,"Fiat, 500, 2012; Bmw, 428, 2015",0,,missing,1,,missing,0,,,denied,,,0,2024-12-25,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,United States,United States Lebanon,Single,Parents Home,Employed,Private Sector,Agriculture Engineer,Societe Saade Agricole SARL,4223.0,1513.0,,,,,,0,Employee at Societe Saade agricole,other,5700.0,parsed,0,Employed,Private Sector,Accountant,Picha Pierre Challita SAL,,1492.0,,,,,,0,Data entry officer - Picha Fanar,other,4340.0,parsed,1,1,3472.0,0.0,not_applicable,,0,0,0,,0,,none,,1,47340000.0,789000.0,789000.0,0.0,2,apartment; house,388.0,450000.0,0,,,3,"Kia, Sportage, 2012; Toyota, Fortuner, 2026; Honda, CRV, 2003",0,missing,other,1,,missing,0,,,awarded,no_o_a,,0,2024-12-31,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"College De La Saint Famille Fanar, Fanar",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,,,,,,,,,,,,0,,missing,,missing,0,Unemployed,,marketing manager,Portemilio Hotel,,,,,,Yes,2001-09-23,0,,missing,,missing,1,3,39600.0,15200.0,grandparents,self-employed,1,0,0,,2,16000.0,recent death of breadwinner,"my father passed away in November 2023, my mother doesn't work and the legacy procedure is very long",0,,,,,6,apartment; land,3594.0,510320.0,0,,,1,"Mitsubishi, Mirage, 2019",0,,missing,1,,missing,0,,,,,,0,2026-02-14,0.0,"Applicant does not have FAID application, AID_NEED added only for AID_MERIT purposes",30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,incomplete,,0,"College Notre Dame de Jamhour, Baabda",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Salon Bassam Al Amir, Lebanon",15600.0,6600.0,,,0,"sole owner salon bassam for men; not registered, no tax",other,15600.0,parsed,0,Employed,Private Sector,Office Coordinator,Orthocare Biomechanical Concepts,,12000000.0,,,,,,0,Office coordinator; orthocare biomechanical concepts,other,17000.0,parsed,0,1,7002.0,200.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,business premises,32.0,50000.0,0,,,1,"Honda, accord ex, 2013",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2024-11-28,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Business Registration إذاعة تجارية - Father (Document must indicate the number of shares owned by your father)
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,"Beirut Babptist School (BBS), Mouseitbeh",0
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202611,Lebanon,Lebanon Sweden,Single,Parents Home,Self-Employed,,,,,,"Universal Dream for Services and Maintenance, Lebanon",0.0,-39630.0,,,0,From EMBL contract,other,80000.0,parsed,0,Self-Employed,,,,,,Universal Dream for Services and Maintenance,0.0,-39630.0,,,0,,missing,12151.0,parsed,0,2,9400.0,0.0,not_applicable,,0,1,0,,0,,other,"My father used 80% of his company’s resources to fulfill contracts with the government and the public sectors, which should have resulted in us receiving a very good amount of money. However, these contracts have been fulfilled and we have yet to have received our share, and due to it being in LBP, the value of these contracts have decreased majorly with the fall of the currency. Even if the government decided to pay us our share of the contract, the value would be summed up to a mere few thousand dollars which is miniscule compared to the original amount and considering that 80% of the company’s resources were used, it feels like we have been scammed as we are currently forced to live off savings as there is no income. Even with that being said, these savings were stuck in the bank so we were forced to sell checks just in order to survive. These checks were sold at an amount extremely less than their value as every $100,000 check we would receive only $10,000 cash. All of this led to a pause in the company (not making any work); however, it was still receiving bills to pay so it generated a massive net loss. Moreover, due to the war that we just passed, a lot of damage has been done to our house which costs money to repair. Other than that, we had 2.5 months where we were spending money on rent as we were displaced.",0,,,,,2,house,133.0,,0,,,2,"Mercedes, E350, 2007; Porsche, Cayenne, 2013",0,low and recent for all,low,0,1 apt in Baabda + 1 apt in Nabatieh,reported_ownership,0,,,denied,,,0,2024-12-13,0.0,"Denied as per Committee Decision FA Med I: Aug 14, 2025 - Jun 28, 2026",,,,yes,denied,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,accountant,,600.0,,,,,,,0,,missing,7200.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,2,0.0,0.0,not_applicable,,0,0,0,,0,,sickness,cancer,0,,,,,2,house; land,1825.0,70000.0,0,,,1,"Mitsubishi, lancer, 2016",0,0 for all,none,0,missing,missing,0,,,awarded,no_o_a,,0,2025-02-11,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Excecutive assistant manager,Le Gray,60000.0,,,,,,,0,,missing,61320.0,parsed,0,Employed,Public Sector,Agricultural engineer,,,14340.0,,,,,,0,,missing,11857.0,parsed,0,1,2968.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,90.0,75000.0,1,,,2,"Subaru, Legacy outback, 2001; Subaru, Impreza, 2004",0,missing,other,1,missing,missing,0,,,denied,,,0,2025-01-18,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Deutsche Schule, Jounieh",0
Early Merit Freshman,Early Merit Freshman,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Unemployed,,Senior Network Architect,STC Solution,,,,,,Yes,2018-05-31,0,nssf,nssf,0.0,parsed,0,Employed,Private Sector,Math teacher,Tripoli Evangelical School,,17175.0,,,,,,0,teacher at tripoli evangelical school,other,15100.0,parsed,0,1,12500.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,0,,,,0,,,1,"Kia, Sportage, 2018",0,missing,other,1,missing,missing,0,,,denied,,,0,2024-11-16,0.0,Denied as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Tripoli Evangelical School for Girls and Boys, Rasmaska",0
Early Merit Freshman,Early Merit Freshman,early_merit,1,0,25.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Unemployed,,Senior Engineer - Customer Projects,"General Electric International Operations Company, inc. Dubai",,,,,,Yes,2020-01-30,0,NSSF,nssf,0.0,parsed,0,Unemployed,,Teacher,National Protestant College,,,,,,Yes,2023-09-30,0,NSSF,nssf,0.0,parsed,0,2,7406.63,333.3,other,previous employment,1,0,0,,0,,none,,0,,,,,5,apartment; land,22236.0,7823200.0,0,,,2,"Honda, Pilot EX, 2011; Honda, Pilot EXL, 2016",0,low for all,low,0,missing,missing,0,,,awarded,no_o_a,,0,2024-11-27,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,,0,The International School of Choueifat - Choueifat,0
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202611,Lebanon,,Single,Parents Home,Employed,Private Sector,Pediatric Physician,Karagheusian Association Lebanon,5400.0,,,,,,,1,Pediatrician in USJ faculty of medicine,other,14000.0,parsed,0,Unemployed,,Practical Nurse,Saint Georges Hospital University and Medical Center,,,,,,Yes,2015-06-16,0,no contact,no_contact,0.0,parsed,0,1,3345.0,0.0,not_applicable,,0,1,0,,0,,other,"My family consists of my father, my brother, and me, and we currently live in my grandmother’s house, where we also care for her. My father is the sole breadwinner, supporting the entire household. My mother left in 2015, and my parents have been divorced since then. We have had no communication with her since her departure.",0,,,,,0,,,,0,,,1,"Honda, Civic, 1996",0,missing; no contact with mother,other,1,OC: 0,zero_ownership,0,,,awarded,no_o_a,,0,2024-11-30,30.0,"Awarded 30% as per Committee Decision FA Med I: Aug 14, 2025 - Jun 28, 2026",,,,yes,awarded,"General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Form B - Self-Employed Income Statement - Father
Income Tax Statement ضريبة دخل من وزارة المالية - Father - 2nd occupation",3,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Manager,Ets. Elie Abi Nader,2000.0,,,,,,,0,,missing,24000.0,parsed,0,Employed,Private Sector,Consultant,Brains S.A.R.L,,,,,,,,0,,missing,10800.0,parsed,0,1,5200.0,780.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,180.0,120000.0,0,,,1,"Jeep, Grand Cherokee Laredo, 2011",0,0,none,0,1 apt in mazra3at yashou3 + 1/2 + 11 1/8 lands + 2 4% lands in 3itani batroun +,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-02,25.0,Awarded 25% as per Committee Decision FA Fall 2025-26,0.0,30.0,Lost the 30%: Student did not confirm the Early Admission,yes,early_without_confirmation,,0,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",0
